px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_gt	py_gt	v_gt	yaw_gt	yawrate_gt	vx_gt	vy_gt	NIS_laser	NIS_radar
-4.14923	3.22755	5.18496	4.35771	-0.0109418	-4.15119	3.21968	-4.10509	3.18248	5.19241	4.35772	-0.0757847	-1.8032	-4.86925	0.00353577	4.41098
-4.26669	2.97162	5.22135	4.34278	-0.0340677	-4.27467	2.88187	-4.19571	2.93919	5.19097	4.35393	-0.0826241	-1.82113	-4.86104	0.00353577	1.02567
-4.35604	2.69795	5.26425	4.34622	-0.0284633	-4.32451	2.55034	-4.28727	2.69633	5.18942	4.3498	-0.0894504	-1.84065	-4.85202	1.21951	1.02567
-4.44435	2.44836	5.26604	4.34875	-0.0224181	-4.38481	2.39989	-4.37985	2.45393	5.18775	4.34533	-0.0962627	-1.86173	-4.84218	1.21951	0.110361
-4.5488	2.18369	5.30501	4.34688	-0.0222567	-4.61223	2.09192	-4.47352	2.21205	5.18596	4.34052	-0.10306	-1.88436	-4.83149	0.659761	0.110361
-4.65922	1.94951	5.29742	4.32561	-0.0612566	-4.29257	1.92854	-4.56836	1.97072	5.18405	4.33536	-0.10984	-1.90853	-4.81994	0.659761	4.37971
-4.77405	1.67618	5.3555	4.32245	-0.05967	-4.86829	1.53442	-4.66444	1.72998	5.18202	4.32987	-0.116604	-1.93422	-4.80751	1.5272	4.37971
-4.89881	1.42479	5.38544	4.30632	-0.081933	-4.98165	1.43611	-4.76186	1.48989	5.17988	4.32404	-0.123349	-1.9614	-4.79417	1.5272	0.787917
-4.95723	1.1919	5.32281	4.31335	-0.0733801	-4.66779	1.28643	-4.86066	1.25049	5.17763	4.31787	-0.130074	-1.99007	-4.7799	4.80245	0.787917
-5.0535	0.974755	5.26931	4.30868	-0.0739755	-4.98594	1.10894	-4.96095	1.01182	5.17526	4.31137	-0.136779	-2.02019	-4.76468	4.80245	1.12247
-5.11397	0.743581	5.2175	4.31487	-0.0663419	-4.85498	0.825661	-5.06277	0.77393	5.17278	4.30453	-0.143463	-2.05174	-4.74848	3.81958	1.12247
-5.20884	0.448938	5.30928	4.31887	-0.0619503	-4.84736	0.18101	-5.16621	0.536876	5.1702	4.29736	-0.150124	-2.08471	-4.73127	3.81958	5.13041
-5.28359	0.209464	5.27994	4.32216	-0.0567576	-5.1231	0.257311	-5.27133	0.300706	5.16751	4.28985	-0.156761	-2.11906	-4.71303	1.45309	5.13041
-5.39371	-0.0240649	5.25547	4.3216	-0.0452962	-5.99809	-0.290765	-5.3782	0.0654719	5.16471	4.28201	-0.163373	-2.15477	-4.69374	1.45309	5.83587
-5.46536	-0.26118	5.22626	4.32604	-0.039673	-5.29972	-0.212982	-5.4869	-0.168772	5.1618	4.27385	-0.169959	-2.1918	-4.67335	1.54526	5.83587
-5.58462	-0.446077	5.15523	4.30425	-0.0665528	-5.64447	-0.144522	-5.59748	-0.401971	5.1588	4.26535	-0.176519	-2.23014	-4.65185	1.54526	4.01136
-5.71992	-0.631918	5.0971	4.28127	-0.0892764	-5.85359	-0.445801	-5.71001	-0.634069	5.15569	4.25652	-0.183051	-2.26974	-4.62919	2.9455	4.01136
-5.83374	-0.863506	5.13698	4.26413	-0.116809	-5.30947	-0.724468	-5.82456	-0.865006	5.15249	4.24737	-0.189554	-2.31058	-4.60536	2.9455	5.69977
-5.92978	-1.12991	5.18141	4.27054	-0.102085	-5.87835	-1.26863	-5.94118	-1.09472	5.14919	4.23789	-0.196027	-2.35262	-4.58032	1.22695	5.69977
-6.01952	-1.397	5.22244	4.27809	-0.0884162	-5.68069	-1.52871	-6.05993	-1.32316	5.14579	4.22809	-0.202468	-2.39581	-4.55404	1.22695	2.62782
-6.15707	-1.60509	5.19626	4.25933	-0.104798	-6.27263	-1.50938	-6.18087	-1.55025	5.14231	4.21797	-0.208879	-2.44014	-4.52648	1.26181	2.62782
-6.29842	-1.84713	5.28132	4.23541	-0.14037	-6.11355	-1.75966	-6.30406	-1.77593	5.13873	4.20752	-0.215255	-2.48555	-4.49762	1.26181	4.46641
-6.40497	-2.09487	5.29228	4.23611	-0.131589	-6.34007	-2.13685	-6.42954	-2.00014	5.13507	4.19676	-0.221599	-2.532	-4.46742	0.33532	4.46641
-6.55512	-2.30038	5.26278	4.21497	-0.147481	-6.99344	-2.17445	-6.55738	-2.22281	5.13132	4.18568	-0.227907	-2.57946	-4.43585	0.33532	3.31614
-6.70373	-2.50968	5.24537	4.19581	-0.161016	-6.79288	-2.4458	-6.68761	-2.44386	5.12748	4.17429	-0.234179	-2.62788	-4.40288	0.683851	3.31614
-6.85819	-2.72555	5.25458	4.17587	-0.176532	-7.14408	-2.67584	-6.82029	-2.66323	5.12357	4.16258	-0.240414	-2.6772	-4.36847	0.683851	1.35383
-6.9532	-2.9897	5.28475	4.18873	-0.151582	-6.8003	-3.10086	-6.95546	-2.88084	5.11958	4.15056	-0.246611	-2.7274	-4.3326	2.05381	1.35383
-7.08232	-3.21344	5.26175	4.18336	-0.14659	-7.13937	-3.22028	-7.09316	-3.09663	5.11551	4.13823	-0.252769	-2.7784	-4.29523	2.05381	0.229109
-7.20712	-3.40753	5.21234	4.17036	-0.154443	-7.12118	-3.26434	-7.23344	-3.3105	5.11137	4.12559	-0.258887	-2.83017	-4.25632	1.47887	0.229109
-7.35357	-3.65546	5.25254	4.16583	-0.149506	-7.77186	-4.08999	-7.37632	-3.5224	5.10717	4.11264	-0.264964	-2.88265	-4.21586	1.47887	4.39025
-7.51035	-3.79608	5.15463	4.13105	-0.18264	-7.49009	-3.49081	-7.52184	-3.73223	5.10289	4.09939	-0.271	-2.93579	-4.1738	5.26977	4.39025
-7.65415	-4.00688	5.1639	4.11894	-0.18802	-7.52393	-3.88213	-7.67004	-3.93992	5.09855	4.08584	-0.276993	-2.98953	-4.13012	5.26977	0.515583
-7.81016	-4.23267	5.18697	4.10956	-0.187383	-7.88049	-4.29783	-7.82094	-4.14538	5.09414	4.07199	-0.282942	-3.04381	-4.08479	0.478625	0.515583
-7.96106	-4.45152	5.1943	4.10111	-0.185808	-8.08524	-4.57834	-7.97457	-4.34854	5.08968	4.05785	-0.288846	-3.09857	-4.03778	0.478625	0.370227
-8.12459	-4.68671	5.23249	4.09388	-0.182582	-8.22492	-4.79812	-8.13095	-4.5493	5.08516	4.04341	-0.294705	-3.15376	-3.98906	1.17571	0.370227
-8.26541	-4.88777	5.15655	4.09046	-0.170165	-8.453	-4.95621	-8.2901	-4.74759	5.08058	4.02867	-0.300517	-3.2093	-3.93862	1.17571	2.49187
-8.40027	-5.10359	5.15413	4.08873	-0.162664	-8.33552	-5.1059	-8.45204	-4.94331	5.07596	4.01365	-0.306282	-3.26514	-3.88641	0.233452	2.49187
-8.54684	-5.27027	5.05909	4.07438	-0.166056	-8.55062	-4.79248	-8.61678	-5.13637	5.07128	3.99833	-0.311998	-3.32121	-3.83242	0.233452	3.98782
-8.73729	-5.4691	5.08231	4.05315	-0.179965	-8.91477	-5.51752	-8.78433	-5.32669	5.06656	3.98273	-0.317665	-3.37745	-3.77663	1.80541	3.98782
-8.89672	-5.66555	5.06825	4.04314	-0.179976	-9.04115	-5.69364	-8.95469	-5.51417	5.0618	3.96685	-0.323282	-3.43377	-3.71901	1.80541	0.336007
-9.05458	-5.85079	5.05359	4.03065	-0.1841	-9.03391	-5.80267	-9.12788	-5.69872	5.057	3.95068	-0.328848	-3.49012	-3.65955	0.149014	0.336007
-9.19386	-6.00657	4.95367	4.01938	-0.184077	-8.86897	-5.41973	-9.30388	-5.88026	5.05217	3.93424	-0.334362	-3.54643	-3.59823	0.149014	6.17806
-9.36928	-6.11258	4.87171	3.98159	-0.217028	-9.30811	-5.82368	-9.4827	-6.05868	5.0473	3.91752	-0.339823	-3.60261	-3.53503	4.90506	6.17806
-9.54443	-6.2958	4.88371	3.96797	-0.219877	-9.80646	-6.41174	-9.66432	-6.23389	5.0424	3.90053	-0.34523	-3.6586	-3.46994	4.90506	0.940734
-9.68791	-6.50018	4.89397	3.97137	-0.203855	-9.62547	-6.55958	-9.84874	-6.4058	5.03748	3.88327	-0.350583	-3.71431	-3.40295	0.461387	0.940734
-9.90638	-6.66519	4.95768	3.93905	-0.230288	-10.6688	-6.35543	-10.0359	-6.57431	5.03253	3.86574	-0.355881	-3.76969	-3.33404	0.461387	7.15014
-10.1095	-6.82946	4.96897	3.91516	-0.243697	-10.2246	-6.83402	-10.2259	-6.73933	5.02756	3.84795	-0.361122	-3.82463	-3.26321	0.736002	7.15014
-10.2932	-6.99326	4.98432	3.89816	-0.250075	-10.2205	-6.71044	-10.4186	-6.90075	5.02257	3.82989	-0.366307	-3.87907	-3.19046	0.736002	1.06084
-10.5232	-7.17305	5.03569	3.87449	-0.261523	-10.7616	-7.29159	-10.614	-7.05849	5.01757	3.81158	-0.371433	-3.93293	-3.11577	3.71184	1.06084
-10.7263	-7.31858	5.03925	3.84997	-0.274706	-10.8944	-6.83335	-10.8121	-7.21245	5.01256	3.793	-0.376501	-3.98613	-3.03916	3.71184	1.99426
-10.9728	-7.47988	5.08709	3.82013	-0.291598	-11.2219	-7.56979	-11.0128	-7.36252	5.00754	3.77418	-0.381509	-4.03859	-2.96062	3.71408	1.99426
-11.16	-7.62188	5.04117	3.80403	-0.293173	-10.986	-7.3707	-11.2161	-7.50862	5.00251	3.7551	-0.386458	-4.09021	-2.88015	3.71408	1.27111
-11.3135	-7.77155	4.99407	3.8011	-0.281092	-11.0934	-7.6776	-11.422	-7.65064	4.99749	3.73578	-0.391345	-4.14093	-2.79777	3.01108	1.27111
-11.5072	-7.90081	4.95949	3.7811	-0.287752	-11.4213	-7.46085	-11.6304	-7.78849	4.99246	3.71621	-0.39617	-4.19066	-2.71349	3.01108	1.84833
-11.6884	-8.00442	4.90356	3.75767	-0.298432	-11.5269	-7.8215	-11.8413	-7.92208	4.98744	3.6964	-0.400933	-4.23932	-2.6273	3.12808	1.84833
-11.8796	-8.12006	4.82321	3.7371	-0.304515	-11.9422	-7.88317	-12.0546	-8.05131	4.98243	3.67636	-0.405632	-4.28682	-2.53924	3.12808	1.83739
-12.0949	-8.21092	4.80285	3.70346	-0.324754	-12.09	-8.08828	-12.2702	-8.17609	4.97743	3.65608	-0.410268	-4.33309	-2.44932	0.899203	1.83739
-12.3202	-8.3417	4.88928	3.68415	-0.327576	-12.4462	-8.02117	-12.4881	-8.29633	4.97244	3.63556	-0.414838	-4.37802	-2.35756	0.899203	2.77335
-12.525	-8.42165	4.84913	3.65365	-0.343402	-12.4231	-8.2599	-12.7082	-8.41193	4.96747	3.61482	-0.419343	-4.42156	-2.26399	1.9674	2.77335
-12.7276	-8.51233	4.77623	3.62851	-0.353057	-12.7461	-8.19449	-12.9304	-8.5228	4.96252	3.59385	-0.423782	-4.4636	-2.16863	1.9674	1.79207
-13.0066	-8.60114	4.83561	3.58703	-0.377846	-13.2911	-8.64594	-13.1547	-8.62886	4.9576	3.57266	-0.428154	-4.50407	-2.07151	4.49626	1.79207
-13.2535	-8.70497	4.89785	3.56338	-0.381634	-13.7929	-8.47158	-13.381	-8.73002	4.9527	3.55126	-0.432459	-4.54289	-1.97267	4.49626	2.86424
-13.4768	-8.75075	4.86313	3.52523	-0.402643	-13.384	-8.57583	-13.6092	-8.82619	4.94783	3.52963	-0.436695	-4.57997	-1.87214	2.15137	2.86424
-13.6879	-8.79937	4.76641	3.49043	-0.42147	-13.6376	-8.26344	-13.8392	-8.91729	4.943	3.5078	-0.440862	-4.61524	-1.76997	2.15137	3.97965
-13.9198	-8.90224	4.78886	3.47686	-0.413075	-13.9959	-8.99264	-14.0709	-9.00324	4.9382	3.48576	-0.444959	-4.64861	-1.6662	0.741584	3.97965
-14.1713	-8.994	4.88612	3.46083	-0.404407	-14.4737	-8.79552	-14.3043	-9.08395	4.93344	3.46351	-0.448987	-4.68001	-1.56086	0.741584	2.8996
-14.3993	-9.09832	4.89562	3.45314	-0.390878	-14.4273	-9.1875	-14.5391	-9.15936	4.92872	3.44106	-0.452943	-4.70936	-1.45402	0.5022	2.8996
-14.6275	-9.17063	4.87341	3.43341	-0.392079	-14.5757	-9.32634	-14.7754	-9.22939	4.92404	3.41841	-0.456828	-4.73658	-1.34573	0.5022	0.264437
-14.9133	-9.17078	4.91	3.3779	-0.429827	-15.062	-9.04396	-15.013	-9.29397	4.91942	3.39557	-0.46064	-4.76161	-1.23603	2.42198	0.264437
-15.1715	-9.24449	4.94547	3.36094	-0.424272	-15.6189	-9.69365	-15.2517	-9.35302	4.91484	3.37254	-0.46438	-4.78436	-1.125	2.42198	4.47973
-15.4406	-9.35167	5.00112	3.35758	-0.404527	-15.6682	-9.56749	-15.4916	-9.40649	4.91032	3.34932	-0.468047	-4.80476	-1.01269	5.18962	4.47973
-15.6818	-9.38433	4.94264	3.32623	-0.420574	-15.9382	-9.35751	-15.7324	-9.45431	4.90586	3.32592	-0.47164	-4.82275	-0.899159	5.18962	2.11842
-15.9422	-9.46305	4.97589	3.31714	-0.407487	-16.0862	-9.59819	-15.9741	-9.49642	4.90145	3.30234	-0.475158	-4.83827	-0.784484	2.06126	2.11842
-16.1918	-9.47608	4.94728	3.28229	-0.425486	-16.6033	-8.85459	-16.2164	-9.53277	4.89711	3.27858	-0.478601	-4.85124	-0.668734	2.06126	2.35825
-16.4439	-9.47029	4.94837	3.24489	-0.442528	-16.4229	-9.37029	-16.4594	-9.5633	4.89283	3.25465	-0.481969	-4.8616	-0.55198	0.625197	2.35825
-16.6602	-9.47331	4.88151	3.21571	-0.453201	-16.011	-9.33486	-16.7027	-9.58797	4.88862	3.23055	-0.48526	-4.8693	-0.434301	0.625197	5.20498
-16.9448	-9.45794	4.93305	3.17614	-0.470365	-17.1132	-9.43043	-16.9464	-9.60673	4.88449	3.20629	-0.488475	-4.87427	-0.315773	1.63981	5.20498
-17.1983	-9.51301	4.97056	3.17512	-0.443311	-16.9255	-10.8571	-17.1903	-9.61954	4.88042	3.18186	-0.491613	-4.87646	-0.196479	1.63981	7.7113
-17.4601	-9.52804	4.98996	3.1556	-0.440299	-17.5448	-9.57485	-17.4342	-9.62636	4.87643	3.15728	-0.494673	-4.87583	-0.0765024	0.487557	7.7113
-17.7169	-9.51937	4.97918	3.12632	-0.450804	-18.1371	-9.39146	-17.6781	-9.62717	4.87252	3.13255	-0.497655	-4.87232	0.0440703	0.487557	1.71458
-17.9723	-9.48666	4.98867	3.09275	-0.462256	-17.9724	-9.42299	-17.9216	-9.62194	4.86868	3.10767	-0.500558	-4.86588	0.165151	0.253827	1.71458
-18.2148	-9.45252	4.95611	3.0585	-0.4781	-18.3083	-9.18778	-18.1648	-9.61064	4.86493	3.08264	-0.503383	-4.85648	0.286648	0.253827	0.773448
-18.4188	-9.49171	4.89209	3.06225	-0.449961	-18.2763	-9.60997	-18.4074	-9.59325	4.86127	3.05747	-0.506127	-4.84408	0.40847	2.12307	0.773448
-18.6554	-9.47772	4.90176	3.04649	-0.439657	-18.2443	-9.58547	-18.6493	-9.56977	4.85769	3.03216	-0.508793	-4.82864	0.530522	2.12307	1.6928
-18.9046	-9.46672	4.90765	3.03038	-0.433466	-18.9545	-9.51544	-18.8904	-9.54017	4.85421	3.00672	-0.511377	-4.81012	0.652707	0.261653	1.6928
-19.1349	-9.42844	4.90623	3.00818	-0.431465	-18.6983	-9.02886	-19.1305	-9.50447	4.85081	2.98115	-0.513881	-4.78851	0.774927	0.261653	3.96214
-19.3803	-9.31303	4.92638	2.95422	-0.46499	-19.2983	-9.09865	-19.3694	-9.46265	4.84751	2.95546	-0.516304	-4.76378	0.897083	3.09371	3.96214
-19.6125	-9.24095	4.89575	2.91707	-0.484604	-19.7037	-8.79906	-19.6069	-9.41472	4.84431	2.92964	-0.518645	-4.73591	1.01907	3.09371	1.204
-19.8653	-9.11949	4.93457	2.86713	-0.510874	-19.8731	-8.96417	-19.8431	-9.36071	4.8412	2.90371	-0.520904	-4.70487	1.1408	1.52197	1.204
-20.102	-9.02053	4.94478	2.82998	-0.522783	-20.3815	-7.6755	-20.0775	-9.30061	4.8382	2.87767	-0.523081	-4.67066	1.26215	1.52197	5.0547
-20.2765	-9.13692	4.78973	2.87991	-0.446167	-20.1607	-9.59663	-20.3102	-9.23446	4.83529	2.85151	-0.525176	-4.63328	1.38303	14.2849	5.0547
-20.5157	-9.09296	4.80498	2.86834	-0.432469	-20.4587	-9.7448	-20.5409	-9.16227	4.83249	2.82525	-0.527187	-4.59271	1.50334	14.2849	1.57356
-20.7371	-8.99803	4.80436	2.83552	-0.444003	-20.6596	-8.91527	-20.7696	-9.08409	4.8298	2.79889	-0.529115	-4.54895	1.62296	0.703687	1.57356
-20.9792	-8.91752	4.81955	2.81028	-0.448596	-21.5568	-8.5005	-20.9959	-8.99994	4.82722	2.77244	-0.53096	-4.50202	1.74179	0.703687	2.45414
-21.1753	-8.84862	4.77234	2.79103	-0.44574	-21.0195	-8.85081	-21.2198	-8.90987	4.82474	2.74589	-0.532721	-4.45191	1.85972	1.2918	2.45414
-21.4085	-8.76154	4.77687	2.76585	-0.45142	-21.8628	-8.64129	-21.4412	-8.81393	4.82237	2.71925	-0.534397	-4.39865	1.97666	1.2918	1.91908
-21.6011	-8.73361	4.70545	2.7656	-0.42913	-21.5029	-8.87191	-21.6597	-8.71217	4.82012	2.69253	-0.53599	-4.34224	2.0925	1.78507	1.91908
-21.7918	-8.59765	4.64923	2.71275	-0.474008	-21.9514	-7.41274	-21.8754	-8.60465	4.81798	2.66574	-0.537498	-4.2827	2.20712	1.78507	6.61317
-21.9955	-8.51989	4.62821	2.69681	-0.466238	-21.9793	-8.57089	-22.0881	-8.49143	4.81595	2.63886	-0.53892	-4.22007	2.32043	0.180262	6.61317
-22.2047	-8.41193	4.64947	2.67541	-0.45961	-22.1914	-7.70392	-22.2975	-8.37258	4.81404	2.61191	-0.540258	-4.15437	2.43232	0.180262	1.94228
-22.4364	-8.31243	4.67778	2.65776	-0.453982	-22.5838	-8.35296	-22.5035	-8.24817	4.81225	2.5849	-0.54151	-4.08564	2.5427	1.21841	1.94228
-22.6273	-8.19802	4.64914	2.62886	-0.464281	-22.3177	-8.57758	-22.7061	-8.11829	4.81058	2.55783	-0.542677	-4.01391	2.65145	1.21841	0.943198
-22.8665	-7.96106	4.78351	2.56465	-0.504693	-22.9861	-7.6724	-22.9049	-7.98301	4.80903	2.53069	-0.543759	-3.93923	2.75848	6.08877	0.943198
-23.0565	-7.81564	4.74989	2.52227	-0.5352	-23.2693	-8.32031	-23.1	-7.84243	4.80759	2.5035	-0.544754	-3.86163	2.8637	6.08877	3.88067
-23.2868	-7.63778	4.82776	2.48714	-0.542801	-23.4777	-7.56583	-23.2911	-7.69663	4.80628	2.47627	-0.545663	-3.78118	2.967	2.30087	3.88067
-23.4857	-7.49572	4.85197	2.47172	-0.52209	-23.473	-7.02103	-23.4781	-7.54572	4.80509	2.44898	-0.546486	-3.69792	3.06828	2.30087	1.49141
-23.6526	-7.35115	4.81932	2.44531	-0.52279	-23.5408	-7.36069	-23.6609	-7.3898	4.80403	2.42166	-0.547223	-3.61191	3.16746	0.667919	1.49141
-23.843	-7.19079	4.83739	2.42165	-0.517351	-24.0505	-6.56968	-23.8393	-7.22897	4.80309	2.3943	-0.547873	-3.52321	3.26445	0.667919	0.870498
-24.0041	-7.09547	4.75345	2.41482	-0.499582	-23.9384	-7.26171	-24.0132	-7.06336	4.80227	2.3669	-0.548437	-3.43189	3.35916	1.96528	0.870498
-24.1719	-6.91485	4.75554	2.37786	-0.515899	-24.3577	-5.94086	-24.1825	-6.89307	4.80158	2.33948	-0.548915	-3.33801	3.45149	1.96528	2.05368
-24.3349	-6.66353	4.83315	2.3236	-0.543078	-24.2574	-6.4352	-24.347	-6.71823	4.80101	2.31204	-0.549305	-3.24166	3.54138	3.46581	2.05368
-24.5019	-6.48791	4.82303	2.2919	-0.555255	-24.788	-7.18367	-24.5066	-6.53896	4.80057	2.28457	-0.549609	-3.14289	3.62873	3.46581	3.56315
-24.601	-6.34774	4.71577	2.26545	-0.555376	-24.3008	-6.43799	-24.6612	-6.35538	4.80025	2.25709	-0.549826	-3.0418	3.71347	5.3069	3.56315
-24.7411	-6.15938	4.71157	2.2335	-0.560608	-24.6108	-6.00878	-24.8107	-6.16764	4.80006	2.2296	-0.549957	-2.93846	3.79553	5.3069	0.345321
-24.9244	-5.95313	4.7743	2.20929	-0.556002	-25.146	-5.91902	-24.955	-5.97587	4.8	2.2021	-0.55	-2.83295	3.87484	2.66615	0.345321
-25.0548	-5.74882	4.77929	2.17731	-0.558873	-24.8975	-5.02285	-25.094	-5.7802	4.80006	2.1746	-0.549957	-2.72537	3.95132	2.66615	1.88457
-25.1877	-5.57567	4.74919	2.15604	-0.55278	-25.1941	-5.64372	-25.2276	-5.58079	4.80025	2.1471	-0.549826	-2.61581	4.02492	0.283169	1.88457
-25.3396	-5.38918	4.76516	2.14512	-0.527101	-25.5328	-5.4399	-25.3556	-5.37777	4.80057	2.11961	-0.549609	-2.50435	4.09557	0.283169	1.24994
-25.4834	-5.16339	4.81058	2.11697	-0.528235	-25.5713	-5.10241	-25.4779	-5.1713	4.80101	2.09213	-0.549305	-2.39109	4.16322	0.640813	1.24994
-25.6139	-4.98538	4.79321	2.10957	-0.497873	-25.0178	-6.55904	-25.5946	-4.96152	4.80158	2.06467	-0.548915	-2.27613	4.22781	0.640813	6.46357
-25.7268	-4.8112	4.7448	2.09061	-0.492722	-25.6952	-4.89995	-25.7055	-4.7486	4.80227	2.03722	-0.548437	-2.15956	4.2893	0.534764	6.46357
-25.8478	-4.60537	4.75261	2.07166	-0.482361	-25.8162	-4.40681	-25.8105	-4.53268	4.80309	2.0098	-0.547873	-2.04149	4.34764	0.534764	0.298872
-25.9593	-4.36128	4.7978	2.03982	-0.489366	-25.9516	-4.26659	-25.9096	-4.31392	4.80403	1.98241	-0.547223	-1.92202	4.40279	0.545807	0.298872
-26.0702	-4.14123	4.79347	2.00189	-0.520127	-26.8953	-4.43966	-26.0027	-4.0925	4.80509	1.95504	-0.546486	-1.80125	4.45471	0.545807	10.9003
-26.1619	-3.85744	4.87696	1.96077	-0.533919	-26.1198	-3.67723	-26.0897	-3.86856	4.80628	1.92772	-0.545663	-1.67928	4.50337	2.05175	10.9003
-26.2371	-3.62119	4.87023	1.91476	-0.569777	-26.5652	-3.85723	-26.1706	-3.64227	4.8076	1.90044	-0.544754	-1.55623	4.54875	2.05175	3.63988
-26.2676	-3.35471	4.88831	1.86536	-0.589706	-25.9974	-3.24722	-26.2453	-3.41381	4.80903	1.8732	-0.543759	-1.4322	4.59081	4.51188	3.63988
-26.3174	-3.11027	4.88825	1.82148	-0.613291	-26.2976	-3.01078	-26.3138	-3.18332	4.81058	1.84601	-0.542677	-1.30729	4.62954	4.51188	0.718336
-26.3434	-2.87513	4.86673	1.78188	-0.622184	-26.1741	-2.87885	-26.376	-2.95098	4.81225	1.81888	-0.54151	-1.18162	4.66493	1.50704	0.718336
-26.4001	-2.64763	4.85588	1.75686	-0.614561	-26.4681	-3.44967	-26.4319	-2.71697	4.81404	1.7918	-0.540258	-1.05529	4.69696	1.50704	1.31655
-26.4762	-2.49323	4.74913	1.74866	-0.594949	-26.674	-2.73852	-26.4815	-2.48143	4.81595	1.76479	-0.53892	-0.928411	4.72562	5.64398	1.31655
-26.5302	-2.25784	4.75847	1.72869	-0.578748	-26.657	-1.72382	-26.5247	-2.24456	4.81798	1.73784	-0.537498	-0.80109	4.75091	5.64398	0.88971
-26.58	-2.06114	4.70757	1.70929	-0.570533	-26.6691	-2.17333	-26.5616	-2.0065	4.82012	1.71097	-0.53599	-0.673434	4.77284	1.16806	0.88971
-26.6101	-1.82505	4.71191	1.68699	-0.556248	-26.3248	-1.32261	-26.5921	-1.76744	4.82237	1.68417	-0.534397	-0.545553	4.79141	1.16806	1.97742
-26.6083	-1.57595	4.72506	1.64934	-0.565444	-26.4671	-1.53207	-26.6161	-1.52753	4.82474	1.65745	-0.532721	-0.417552	4.80664	1.16286	1.97742
-26.6062	-1.34557	4.71269	1.60935	-0.585462	-26.4998	-2.19526	-26.6338	-1.28695	4.82721	1.63081	-0.53096	-0.289538	4.81852	1.16286	1.72694
-26.6099	-1.11852	4.6993	1.58008	-0.585687	-26.5998	-1.14277	-26.6451	-1.04586	4.8298	1.60426	-0.529115	-0.161616	4.8271	0.0406366	1.72694
-26.6382	-0.893876	4.69009	1.56309	-0.571813	-27.2008	-1.67679	-26.65	-0.804425	4.83249	1.57781	-0.527187	-0.0338883	4.83238	0.0406366	5.10146
-26.6489	-0.643086	4.71884	1.539	-0.567032	-26.7355	-0.59539	-26.6485	-0.562811	4.83529	1.55145	-0.525176	0.0935412	4.83439	0.529775	5.10146
-26.6369	-0.400903	4.73262	1.50299	-0.583491	-26.9891	0.0351487	-26.6406	-0.321181	4.8382	1.52519	-0.523081	0.220572	4.83317	0.529775	2.27769
-26.5921	-0.107296	4.81901	1.46338	-0.592036	-26.4553	0.0602653	-26.6264	-0.0796947	4.8412	1.49904	-0.520904	0.347104	4.82874	2.66442	2.27769
-26.5724	0.132231	4.823	1.43419	-0.595495	-26.9537	0.136943	-26.6059	0.161489	4.84431	1.47299	-0.518645	0.473041	4.82116	2.66442	2.75791
-26.5488	0.423329	4.9057	1.40836	-0.590309	-26.6201	0.57588	-26.5792	0.402213	4.84751	1.44706	-0.516304	0.598287	4.81045	1.65918	2.75791
-26.5353	0.660695	4.89328	1.39616	-0.564206	-26.8241	0.381506	-26.5462	0.642323	4.85081	1.42124	-0.513881	0.722748	4.79667	1.65918	1.76626
-26.5264	0.941514	4.95545	1.38108	-0.550691	-26.7293	1.06082	-26.5069	0.881666	4.85421	1.39555	-0.511377	0.846334	4.77986	3.0109	1.76626
-26.4878	1.19889	4.96656	1.37027	-0.517315	-25.9562	2.60409	-26.4616	1.12009	4.85769	1.36998	-0.508793	0.968955	4.76007	3.0109	7.37349
-26.4296	1.4366	4.95954	1.34235	-0.51936	-26.3986	1.42212	-26.4101	1.35745	4.86127	1.34454	-0.506127	1.09053	4.73737	0.0627793	7.37349
-26.391	1.65475	4.91551	1.32904	-0.498772	-26.5072	-0.563928	-26.3526	1.59361	4.86493	1.31923	-0.503383	1.21096	4.71181	0.0627793	8.56124
-26.3344	1.8668	4.87512	1.30458	-0.498905	-26.3594	1.79315	-26.2891	1.82841	4.86868	1.29407	-0.500558	1.33018	4.68345	0.358826	8.56124
-26.2676	2.09808	4.8717	1.27845	-0.501582	-26.3475	1.82827	-26.2197	2.06173	4.87252	1.26904	-0.497655	1.44811	4.65235	0.358826	0.177306
-26.2041	2.29253	4.81177	1.25411	-0.501694	-26.2502	2.18481	-26.1444	2.29342	4.87643	1.24416	-0.494673	1.56467	4.61859	0.810755	0.177306
-26.1415	2.51912	4.79661	1.24172	-0.478866	-26.069	2.27896	-26.0633	2.52336	4.88042	1.21942	-0.491613	1.67979	4.58223	0.810755	1.03996
-26.0613	2.76097	4.82085	1.21904	-0.477351	-26.0641	2.80701	-25.9765	2.75141	4.88449	1.19484	-0.488475	1.79339	4.54334	0.127133	1.03996
-25.9684	2.98477	4.83331	1.1833	-0.501673	-26.3234	3.02388	-25.8841	2.97746	4.88862	1.17042	-0.48526	1.90543	4.502	0.127133	2.62689
-25.8662	3.26242	4.91909	1.16088	-0.498027	-25.8345	3.42005	-25.7861	3.20139	4.89283	1.14615	-0.481969	2.01582	4.45828	1.54714	2.62689
-25.7837	3.4918	4.92016	1.14238	-0.4919	-26.1824	3.73376	-25.6826	3.42306	4.89711	1.12206	-0.478601	2.12452	4.41227	1.54714	2.17912
